T*,V*,Rcut*,TAIL,ln(z*),<rho*>,stdev,<p*>,stdev,<U*>,stdev
0.72871,512.0,2.5,LFS,-6.280681360054372,0.0019162923164394003,2.16430518276656e-07,0.001380072676470189,1.703548995820662e-07,-0.016160073256176594,7.284214806812687e-06
0.72871,512.0,2.5,LFS,-6.27601656149535,0.0019254678628534759,2.1730354582459704e-07,0.0013866022833205216,1.7106595065464657e-07,-0.016315382389785294,7.350573111796488e-06
0.72871,512.0,2.5,LFS,-6.27135176293633,0.0019346884024630628,2.1818031730426556e-07,0.0013931631568785048,1.7177976476494993e-07,-0.016472203151142582,7.417557779612734e-06
0.72871,512.0,2.5,LFS,-6.26668696437731,0.0019439541663032879,2.1906086622196895e-07,0.0013997554504811788,1.7249635260364535e-07,-0.01663055053207723,7.4851751186639795e-06
0.72871,512.0,2.5,LFS,-6.262022165818289,0.0019532653866992118,2.199452266663152e-07,0.0014063793182531124,1.7321572494424817e-07,-0.016790439677242867,7.5534315017510796e-06
0.72871,512.0,2.5,LFS,-6.257357367259269,0.00196262229727408,2.2083343331547608e-07,0.0014130349151108166,1.7393789264556874e-07,-0.01695188588573798,7.6223333665250986e-06
0.72871,512.0,2.5,LFS,-6.252692568700249,0.0019720251329576268,2.2172552144271844e-07,0.001419722396767173,1.746628666521506e-07,-0.017114904612744054,7.69188721594861e-06
0.72871,512.0,2.5,LFS,-6.2480277701412295,0.0019814741299944458,2.2262152692238542e-07,0.001426441919735889,1.7539065799730783e-07,-0.017279511471181997,7.76209961872923e-06
0.72871,512.0,2.5,LFS,-6.243362971582208,0.001990969525952426,2.2352148623483718e-07,0.0014331936413359816,1.7612127780456914e-07,-0.01744572223338725,7.832977209764989e-06
0.72871,512.0,2.5,LFS,-6.238698173023188,0.002000511559731237,2.2442543647342224e-07,0.0014399777196962892,1.7685473728750506e-07,-0.01761355283280317,7.904526690578425e-06
0.72871,512.0,2.5,LFS,-6.234033374464168,0.0020101004715709103,2.2533341534827435e-07,0.0014467943137600142,1.7759104775467187e-07,-0.017783019365694406,7.976754829741197e-06
0.72871,512.0,2.5,LFS,-6.2293685759051485,0.0020197365030604603,2.2624546119219538e-07,0.0014536435832892948,1.7833022060850163e-07,-0.017954138092878498,8.049668463287158e-06
0.72871,512.0,2.5,LFS,-6.224703777346127,0.0020294198971465816,2.2716161296552193e-07,0.0014605256888698037,1.7907226734913837e-07,-0.018126925441477464,8.12327449513201e-06
0.72871,512.0,2.5,LFS,-6.220038978787107,0.002039150898142411,2.280819102611024e-07,0.0014674407919153785,1.7981719957533017e-07,-0.01830139800668897,8.197579897470678e-06
